genre_ids,original_language,original_title,overview,popularity,poster_path,vote_average,title
[18],en,The Last Temptation of Christ,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",18.923,/7L4qwrC1mipZXJfU5oRgQWChLv1.jpg,7.2,The Last Temptation of Christ
"[12, 14, 10751]",en,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",16.04,/p67m5dzwyxWd46a6of2c9IVfQz7.jpg,7.238,Jumanji
"[28, 27]",ko,#살아있다,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",23.04,/lZPvLUMYEPLTE2df1VW5FHTYC8N.jpg,7.2,#Alive
"[18, 35]",en,The Boat That Rocked,"An ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate radio stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967. Also known as ""Pirate Radio"".",14.895,/l7CBRLAXUnHi0kp2krhLtlJvtWI.jpg,7.237,The Boat That Rocked
"[16, 10751, 14]",en,The Sword in the Stone,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",24.257,/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg,7.236,The Sword in the Stone
[18],en,Driving Miss Daisy,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters, in a time when those types of relationships were shunned.",20.567,/iaCzvcY42HihFxQBTZCTKMpsI0P.jpg,7.237,Driving Miss Daisy
[27],en,Pearl,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",47.221,/z5uIG81pXyHKg7cUFIu84Wjn4NS.jpg,7.2,Pearl
"[36, 18]",en,Milk,"The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",11.856,/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,7.236,Milk
"[10749, 14]",en,Every Day,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",15.927,/4UnME3icxSspwL0UoGZNSyyp7Xs.jpg,7.2,Every Day
"[53, 18]",en,Bridge of Spies,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",21.444,/fmOOjHAQzxr0c1sfcY4qkiSRBH6.jpg,7.2,Bridge of Spies
"[53, 878]",en,Coherence,"On the night of an astronomical anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.",31.612,/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,7.235,Coherence
"[18, 36]",en,Suffragette,"Based on true events about the foot soldiers of the early feminist movement, women who were forced underground to pursue a dangerous game of cat and mouse with an increasingly brutal State.",13.971,/y706qec117bN2S7XgCs2Yz8jEfv.jpg,7.234,Suffragette
"[35, 10402, 10749, 18]",en,Begin Again,"Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",16.351,/qx4HXHXt528hS4rwePZbZo20xqZ.jpg,7.234,Begin Again
"[18, 53, 80, 9648]",fr,Ne le dis à personne,"A man receives a mysterious e-mail appearing to be from his wife, who was murdered years earlier. As he frantically tries to find out whether she's alive, he finds himself being implicated in her death.",14.746,/fr2wEeO1H8dzx6EDfzYTRBIvZaE.jpg,7.234,Tell No One
[35],en,National Lampoon's Christmas Vacation,"It's Christmastime, and the Griswolds are preparing for a family seasonal celebration. But things never run smoothly for Clark, his wife Ellen, and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going, knowing that his Christmas bonus is due soon.",30.867,/oat42hUw8XzKYUmfy0YLAxYd484.jpg,7.235,National Lampoon's Christmas Vacation
"[35, 14, 12]",en,The Wonderful Story of Henry Sugar,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,19.015,/fDUywEHwHh6nsLnVXAdPN9m4ZUG.jpg,7.2,The Wonderful Story of Henry Sugar
"[18, 35, 10749]",fr,Jeux d'enfants,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",10.387,/3jwY4llYNzONpSwvdX4hH4q0nas.jpg,7.232,Love Me If You Dare
"[16, 35, 28, 878]",en,Teenage Mutant Ninja Turtles: Mutant Mayhem,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",58.652,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,7.231,Teenage Mutant Ninja Turtles: Mutant Mayhem
"[27, 18, 53]",es,El orfanato,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",20.776,/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg,7.2,The Orphanage
"[14, 28, 80]",en,Batman,"Batman must face his most ruthless nemesis when a deformed madman calling himself ""The Joker"" seizes control of Gotham's criminal underworld.",38.153,/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,7.23,Batman
"[35, 10749]",en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",27.842,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,7.2,Last Christmas
"[28, 53, 80]",en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,90.632,/wurKlC3VKUgcfsn0K51MJYEleS2.jpg,7.229,Furious 7
"[18, 80, 53]",en,Collateral,Cab driver Max picks up a man who offers him $600 to drive him around. But the promise of easy money sours when Max realizes his fare is an assassin.,33.964,/6IGO8Ivgczdo8nMBsKfTl6Lw7FQ.jpg,7.2,Collateral
"[27, 53, 878]",en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",66.801,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,7.2,28 Days Later
"[16, 28, 35, 10751]",en,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",29.96,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,7.2,The Lego Batman Movie
[18],en,Crash,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",32.458,/86BdPC6RDX88NC880pLidKn2LCj.jpg,7.224,Crash
"[27, 9648, 53]",en,Saw X,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",40.152,/u7Lp1Hi8aBS73jv4KRMIv5aK4ax.jpg,7.2,Saw X
"[18, 10749]",en,Collateral Beauty,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",17.056,/4vfqosgik5pLb32RpskYifp8PWJ.jpg,7.2,Collateral Beauty
"[18, 10749]",en,Only Lovers Left Alive,"A depressed musician reunites with his lover in the desolate streets of Detroit. Though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",13.127,/6xY2MhYjFPb4xU3KlBJcFAJmMsF.jpg,7.222,Only Lovers Left Alive
"[35, 53, 80, 9648]",en,Clue,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises.",17.401,/aRxbYOYHS8T73nzR8hsLousoplR.jpg,7.2,Clue
[18],en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",23.371,/lx4kWcZc3o9PaNxlQpEJZM17XUI.jpg,7.2,The Aviator
"[37, 18, 28, 10749]",en,Open Range,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,16.626,/5bmt52Fijy71W0E72on8xnnYHgP.jpg,7.2,Open Range
"[27, 878]",en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",311.948,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,7.221,Alien: Romulus
"[14, 18, 53, 9648, 10749]",en,Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",37.621,/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,7.2,Ghost
"[28, 12, 14]",en,Wonder Woman,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,58.314,/lTAmu88GzRysbbA85ib2KB1jLGg.jpg,7.219,Wonder Woman
[35],en,The Intern,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",56.734,/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg,7.219,The Intern
"[16, 10749, 14, 10751]",en,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",71.253,/v6nAUs62OJ4DXmnnmPFeVmMz8H9.jpg,7.2,The Princess and the Frog
"[80, 18, 53]",en,The Town,"Doug MacRay is a longtime thief, who, smarter than the rest of his crew, is looking for his chance to exit the game. When a bank job leads to the group kidnapping an attractive branch manager, he takes on the role of monitoring her – but their burgeoning relationship threatens to unveil the identities of Doug and his crew to the FBI Agent who is on their case.",57.879,/9AxWBqQIAYA4WHP25fU5P1sWw06.jpg,7.2,The Town
"[18, 53, 80]",fr,Irréversible,A woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. Because some acts can’t be undone. Because man is an animal. Because the desire for vengeance is a natural impulse. Because most crimes remain unpunished.,34.706,/rxeDxo8FvZpLu6iplNpxdtAVnfu.jpg,7.2,Irreversible
[18],en,To the Bone,A young woman dealing with anorexia meets an unconventional doctor who challenges her to face her condition and embrace life.,9.733,/pkdxhdB3dRUqazqoy9lzUvhayjc.jpg,7.2,To the Bone
"[27, 9648, 14]",en,In the Mouth of Madness,An insurance investigator begins discovering the impact a horror writer's books has on his fans is more than inspirational.,11.331,/msh4tEUzbnEqlHcFOUH4O0Zti8r.jpg,7.2,In the Mouth of Madness
"[16, 12, 10751, 14]",en,Over the Moon,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",15.294,/lG0TF0wj1n9p9CPy5xlIUIkF56a.jpg,7.2,Over the Moon
"[35, 10749]",en,Tootsie,"When struggling, out of work actor Michael Dorsey secretly adopts a female alter ego – Dorothy Michaels – in order to land a part in a daytime drama, he unwittingly becomes a feminist icon and ends up in a romantic pickle.",18.023,/ngyCzZwb9y5sMUCig5JQT4Y33Q.jpg,7.216,Tootsie
[35],en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,42.974,/8mBuLCOcpWnmYtZc4aqtvDXslv6.jpg,7.216,Trading Places
"[80, 18]",en,Monster,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.",20.43,/aevmNtJCNG4ZlfEeEGZ79frMUes.jpg,7.216,Monster
"[28, 12, 878]",en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",53.928,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,7.2,Black Widow
"[28, 12, 80, 9648]",en,Sherlock Holmes,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,43.392,/fvnu6QHyR0gSV1JI6lMyXCny21a.jpg,7.2,Sherlock Holmes
"[14, 35, 10751]",en,Hocus Pocus 2,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve.",27.155,/7ze7YNmUaX81ufctGqt0AgHxRtL.jpg,7.2,Hocus Pocus 2
"[878, 12, 14]",en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",33.368,/kFC9H1K1FeiWdbxayX4CskmWpS5.jpg,7.214,The Hunger Games
"[18, 10749]",en,Jane Eyre,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?",14.231,/3Cn7D0wEaxnvm8kTta1osNu3QJv.jpg,7.2,Jane Eyre
"[18, 35]",en,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",89.709,/alKvY5LuVcXraRBfi5UtVV8Ii6Y.jpg,7.213,Mean Girls
[37],en,3:10 to Yuma,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",22.055,/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,7.2,3:10 to Yuma
"[16, 10751, 12, 35]",en,Ferdinand,"Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",40.303,/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,7.211,Ferdinand
"[27, 9648]",es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,28.31,/5XsVGgo8I12v3KlPcD0r1CNHMC6.jpg,7.211,[REC]
"[10751, 10749, 35]",en,Lady and the Tramp,"The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free.",20.813,/8wBEye516IKul9sW7JKGcFXVGfV.jpg,7.2,Lady and the Tramp
"[16, 28, 10751, 35, 878]",en,DC League of Super-Pets,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",25.493,/qpPMewlugFaejXjz4YNDnpTniFX.jpg,7.209,DC League of Super-Pets
"[16, 10751, 14, 12]",en,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,50.495,/bnbzEKX9LgDuJ0VBGm5d60mKDaR.jpg,7.2,Secret of the Wings
"[28, 35, 14]",en,Big Trouble in Little China,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",23.648,/aeGy6SZua7eFXEZP9zAvrLkkbI2.jpg,7.21,Big Trouble in Little China
"[18, 878, 53]",en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",58.283,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,7.2,I Am Legend
"[12, 18, 35]",en,Fear and Loathing in Las Vegas,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",22.597,/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,7.208,Fear and Loathing in Las Vegas
"[80, 18]",en,The Outsiders,"When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",21.739,/pl8Tf36TAOb2i561yPbQ9xl4P4D.jpg,7.208,The Outsiders
"[80, 18, 53]",en,The Devil All the Time,"In Knockemstiff, Ohio and its neighboring backwoods, sinister characters converge around young Arvin Russell as he fights the evil forces that threaten him and his family.",19.999,/sdMZmKVvrnyYbl9Az4L6ehuIrFp.jpg,7.207,The Devil All the Time
"[16, 10751, 12, 14]",en,Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",39.157,/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg,7.207,Peter Pan
[18],en,Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,10.77,/b5EtDvwj2gdG1qMBLijamlLfJLB.jpg,7.207,Reign Over Me
[18],fr,Juste la fin du monde,"Louis, a terminally ill writer, returns home after a long absence to tell his family that he is dying.",11.041,/riWa3WZrO3n8lLWuaEVMgaqAZGn.jpg,7.206,It's Only the End of the World
"[28, 12]",en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",56.78,/sGvcWcI99OTXLzghD7qXw00KaY5.jpg,7.2,Mission: Impossible - Rogue Nation
"[18, 10749]",en,Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",15.752,/7etDozwd9Pf5oCcyo4h1Hki6U13.jpg,7.206,Dangerous Liaisons
"[80, 53]",en,Good Time,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",17.65,/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,7.204,Good Time
"[80, 18, 53]",en,The Lincoln Lawyer,"Mick Haller is a charismatic defense attorney who does business out of his Lincoln Continental sedan. Mick spends most of his time defending petty crooks and other bottom-feeders, so it comes as quite a surprise when he lands the case of a lifetime: defending a Beverly Hills playboy who is accused of attempted murder. However, what Mick initially thinks is an open-and-shut case with a big monetary reward develops into something more sinister.",21.347,/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg,7.2,The Lincoln Lawyer
"[35, 10751, 10749]",en,The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",60.557,/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg,7.204,The Parent Trap
"[18, 878, 10752]",en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",61.672,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,7.203,War for the Planet of the Apes
"[878, 27]",en,Invasion of the Body Snatchers,"The residents of San Francisco are becoming drone-like shadows of their former selves, and as the phenomenon spreads, two Department of Health workers uncover the horrifying truth.",20.968,/5oNHdVo0vTsaC47Jv2Wb4eeo4V4.jpg,7.203,Invasion of the Body Snatchers
"[28, 12, 35, 878]",en,Men in Black,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",53.145,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,7.203,Men in Black
"[16, 12, 10751, 35]",en,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",3972.463,/aLVkiINlIeCkcZIzb7XHzPYgO6L.jpg,7.202,Moana 2
"[18, 10749]",en,The Dreamers,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",43.026,/gBb7GGaFYPu7nEUYvC8G4LaJJN1.jpg,7.2,The Dreamers
"[35, 80]",en,A Fish Called Wanda,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",36.939,/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,7.2,A Fish Called Wanda
"[12, 14, 10751, 18]",de,Die unendliche Geschichte,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",28.895,/lWJC8om086h01f0CMGR9ombdpnI.jpg,7.201,The NeverEnding Story
"[18, 10749]",en,The Choice,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,18.644,/6MF3cdAasnF17SG9bmeamQ066iJ.jpg,7.202,The Choice
"[18, 10749]",en,Burlesque,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",19.589,/3U9zBIibERQZqYKM3N1a4MYgBsN.jpg,7.2,Burlesque
"[18, 14, 10749]",en,What Dreams May Come,"Chris Neilson dies to find himself in a heaven more amazing than he could have ever dreamed of. There is one thing missing: his wife. After he dies, his wife, Annie killed herself and went to hell. Chris decides to risk eternity in hades for the small chance that he will be able to bring her back to heaven.",20.719,/2gUfJKfJ6LwdqQebiAWuNzIWyp9.jpg,7.199,What Dreams May Come
"[35, 80, 28]",en,Beverly Hills Cop,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",20.812,/eBJEvKkhQ0tUt1dBAcTEYW6kCle.jpg,7.199,Beverly Hills Cop
"[878, 18, 9648]",en,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",17.567,/tafXZX0I6rso7EyoEzfygfTqxq6.jpg,7.197,K-PAX
"[16, 28, 35, 878]",en,Teen Titans Go! To the Movies,"All the major DC superheroes are starring in their own films, all but the Teen Titans, so Robin is determined to remedy this situation by getting over his role as a sidekick and becoming a movie star. Thus, with a few madcap ideas and an inspirational song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams.",30.997,/mFHihhE9hlvJEk2f1AqdLRaYHd6.jpg,7.2,Teen Titans Go! To the Movies
"[10749, 35]",en,The Kissing Booth,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",36.76,/7Dktk2ST6aL8h9Oe5rpk903VLhx.jpg,7.196,The Kissing Booth
[18],en,42,"In 1946, Branch Rickey (Harrison Ford), owner of the Brooklyn Dodgers, took a stand against Major League Baseball's infamous colour line when he signed Jackie Robinson (Chadwick Boseman) to the team. The deal put both men in the crosshairs of the public, the press and even other players. Facing unabashed racism from every side, Robinson was forced to demonstrate tremendous courage and let his talent on the field wins over fans and his teammates – silencing his critics and forever changing the world by changing the game of baseball.",18.81,/iZ7jVGQWj3eBUdqwAPUlKk0BaS2.jpg,7.196,42
[18],en,Doubt,"In 1964 Bronx, two Catholic school nuns question the new priest's ambiguous relationship with a troubled African-American student.",11.021,/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg,7.196,Doubt
"[16, 10751, 14, 12]",en,Alice in Wonderland,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",51.149,/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg,7.196,Alice in Wonderland
"[18, 36, 53]",en,Escape from Pretoria,"South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.",16.946,/8GGS0jkFFCnmdStvZED6NL6V7gd.jpg,7.2,Escape from Pretoria
"[18, 36]",en,Sully,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",34.013,/4vs83YcJ8TsabADDtaeCJ6ZTjYY.jpg,7.195,Sully
